in_channels,out_channels,kernel_size,stride,groups,hw
576,576,3,1,24,7
576,576,3,2,24,7
576,576,1,1,1,7
576,144,1,1,1,7
144,576,1,1,1,7
600,600,3,1,25,14
600,600,3,2,25,14
600,600,1,1,1,14
600,150,1,1,1,14
150,600,1,1,1,14
600,600,3,1,25,7
600,600,3,2,25,7
600,600,1,1,1,7
600,150,1,1,1,7
150,600,1,1,1,7
624,624,3,1,26,14
624,624,3,2,26,14
624,624,1,1,1,14
624,156,1,1,1,14
156,624,1,1,1,14
624,624,3,1,26,7
624,624,3,2,26,7
624,624,1,1,1,7
624,156,1,1,1,7
156,624,1,1,1,7
648,648,3,1,27,14
648,648,3,2,27,14
648,648,1,1,1,14
648,162,1,1,1,14
162,648,1,1,1,14
648,648,3,1,27,7
648,648,3,2,27,7
648,648,1,1,1,7
648,162,1,1,1,7
162,648,1,1,1,7
672,672,3,1,28,14
672,672,3,2,28,14
672,672,1,1,1,14
672,168,1,1,1,14
168,672,1,1,1,14
672,672,3,1,28,7
672,672,3,2,28,7
672,672,1,1,1,7
672,168,1,1,1,7
168,672,1,1,1,7
696,696,3,1,29,14
696,696,3,2,29,14
696,696,1,1,1,14
696,174,1,1,1,14
174,696,1,1,1,14
696,696,3,1,29,7
696,696,3,2,29,7
696,696,1,1,1,7
696,174,1,1,1,7
174,696,1,1,1,7
720,720,3,1,30,14
720,720,3,2,30,14
720,720,1,1,1,14
720,180,1,1,1,14
180,720,1,1,1,14
720,720,3,1,30,7
720,720,3,2,30,7
720,720,1,1,1,7
720,180,1,1,1,7
180,720,1,1,1,7
744,744,3,1,31,14
744,744,3,2,31,14
744,744,1,1,1,14
744,186,1,1,1,14
186,744,1,1,1,14
744,744,3,1,31,7
744,744,3,2,31,7
744,744,1,1,1,7
744,186,1,1,1,7
186,744,1,1,1,7
768,768,3,1,32,14
768,768,3,2,32,14
768,768,1,1,1,14
768,192,1,1,1,14
192,768,1,1,1,14
768,768,3,1,32,7
768,768,3,2,32,7
768,768,1,1,1,7
768,192,1,1,1,7
192,768,1,1,1,7
792,792,3,1,33,14
792,792,3,2,33,14
792,792,1,1,1,14
792,198,1,1,1,14
198,792,1,1,1,14
792,792,3,1,33,7
792,792,3,2,33,7
792,792,1,1,1,7
792,198,1,1,1,7
198,792,1,1,1,7
816,816,3,1,34,14
816,816,3,2,34,14
816,816,1,1,1,14
816,204,1,1,1,14
204,816,1,1,1,14
816,816,3,1,34,7
816,816,3,2,34,7
816,816,1,1,1,7
816,204,1,1,1,7
204,816,1,1,1,7
840,840,3,1,35,14
840,840,3,2,35,14
840,840,1,1,1,14
840,210,1,1,1,14
210,840,1,1,1,14
840,840,3,1,35,7
840,840,3,2,35,7
840,840,1,1,1,7
840,210,1,1,1,7
210,840,1,1,1,7
864,864,3,1,36,14
864,864,3,2,36,14
864,864,1,1,1,14
864,216,1,1,1,14
216,864,1,1,1,14
864,864,3,1,36,7
864,864,3,2,36,7
864,864,1,1,1,7
864,216,1,1,1,7
216,864,1,1,1,7
888,888,3,1,37,14
888,888,3,2,37,14
888,888,1,1,1,14
888,222,1,1,1,14
222,888,1,1,1,14
888,888,3,1,37,7
888,888,3,2,37,7
888,888,1,1,1,7
888,222,1,1,1,7
222,888,1,1,1,7
912,912,3,1,38,14
912,912,3,2,38,14
912,912,1,1,1,14
912,228,1,1,1,14
228,912,1,1,1,14
912,912,3,1,38,7
912,912,3,2,38,7
912,912,1,1,1,7
912,228,1,1,1,7
228,912,1,1,1,7
936,936,3,1,39,14
936,936,3,2,39,14
936,936,1,1,1,14
936,234,1,1,1,14
234,936,1,1,1,14
936,936,3,1,39,7
936,936,3,2,39,7
936,936,1,1,1,7
936,234,1,1,1,7
234,936,1,1,1,7
960,960,3,1,40,14
960,960,3,2,40,14
960,960,1,1,1,14
960,240,1,1,1,14
240,960,1,1,1,14
960,960,3,1,40,7
960,960,3,2,40,7
960,960,1,1,1,7
960,240,1,1,1,7
240,960,1,1,1,7
984,984,3,1,41,14
984,984,3,2,41,14
984,984,1,1,1,14
984,246,1,1,1,14
246,984,1,1,1,14
984,984,3,1,41,7
984,984,3,2,41,7
984,984,1,1,1,7
984,246,1,1,1,7
246,984,1,1,1,7
1008,1008,3,1,42,14
1008,1008,3,2,42,14
1008,1008,1,1,1,14
1008,252,1,1,1,14
252,1008,1,1,1,14
1008,1008,3,1,42,7
1008,1008,3,2,42,7
1008,1008,1,1,1,7
1008,252,1,1,1,7
252,1008,1,1,1,7
40,40,3,1,1,112
20,40,1,1,1,112
13,40,1,1,1,112
40,40,3,2,1,112
20,40,1,2,1,112
13,40,1,2,1,112
40,40,1,1,1,112
40,10,1,1,1,112
10,40,1,1,1,112
40,40,3,1,1,56
20,40,1,1,1,56
13,40,1,1,1,56
40,40,3,2,1,56
20,40,1,2,1,56
13,40,1,2,1,56
40,40,1,1,1,56
40,10,1,1,1,56
10,40,1,1,1,56
80,80,3,1,2,112
40,80,1,1,1,112
26,80,1,1,1,112
80,80,3,2,2,112
40,80,1,2,1,112
26,80,1,2,1,112
80,80,1,1,1,112
80,20,1,1,1,112
20,80,1,1,1,112
80,80,3,1,2,56
40,80,1,1,1,56
26,80,1,1,1,56
80,80,3,2,2,56
40,80,1,2,1,56
26,80,1,2,1,56
80,80,1,1,1,56
80,20,1,1,1,56
20,80,1,1,1,56
120,120,3,1,3,112
60,120,1,1,1,112
40,120,1,1,1,112
120,120,3,2,3,112
60,120,1,2,1,112
40,120,1,2,1,112
120,120,1,1,1,112
120,30,1,1,1,112
30,120,1,1,1,112
120,120,3,1,3,56
60,120,1,1,1,56
40,120,1,1,1,56
120,120,3,2,3,56
60,120,1,2,1,56
40,120,1,2,1,56
120,120,1,1,1,56
120,30,1,1,1,56
30,120,1,1,1,56
160,160,3,1,4,112
80,160,1,1,1,112
53,160,1,1,1,112
160,160,3,2,4,112
80,160,1,2,1,112
53,160,1,2,1,112
160,160,1,1,1,112
160,40,1,1,1,112
40,160,1,1,1,112
160,160,3,1,4,56
80,160,1,1,1,56
53,160,1,1,1,56
160,160,3,2,4,56
80,160,1,2,1,56
53,160,1,2,1,56
160,160,1,1,1,56
160,40,1,1,1,56
40,160,1,1,1,56
80,80,3,1,2,56
80,80,3,2,2,56
80,80,1,1,1,56
80,20,1,1,1,56
20,80,1,1,1,56
80,80,3,1,2,28
80,80,3,2,2,28
80,80,1,1,1,28
80,20,1,1,1,28
20,80,1,1,1,28
120,120,3,1,3,56
120,120,3,2,3,56
120,120,1,1,1,56
120,30,1,1,1,56
30,120,1,1,1,56
120,120,3,1,3,28
120,120,3,2,3,28
120,120,1,1,1,28
120,30,1,1,1,28
30,120,1,1,1,28
160,160,3,1,4,56
160,160,3,2,4,56
160,160,1,1,1,56
160,40,1,1,1,56
40,160,1,1,1,56
160,160,3,1,4,28
160,160,3,2,4,28
160,160,1,1,1,28
160,40,1,1,1,28
40,160,1,1,1,28
200,200,3,1,5,56
200,200,3,2,5,56
200,200,1,1,1,56
200,50,1,1,1,56
50,200,1,1,1,56
200,200,3,1,5,28
200,200,3,2,5,28
200,200,1,1,1,28
200,50,1,1,1,28
50,200,1,1,1,28
240,240,3,1,6,56
240,240,3,2,6,56
240,240,1,1,1,56
240,60,1,1,1,56
60,240,1,1,1,56
240,240,3,1,6,28
240,240,3,2,6,28
240,240,1,1,1,28
240,60,1,1,1,28
60,240,1,1,1,28
280,280,3,1,7,56
280,280,3,2,7,56
280,280,1,1,1,56
280,70,1,1,1,56
70,280,1,1,1,56
280,280,3,1,7,28
280,280,3,2,7,28
280,280,1,1,1,28
280,70,1,1,1,28
70,280,1,1,1,28
320,320,3,1,8,56
320,320,3,2,8,56
320,320,1,1,1,56
320,80,1,1,1,56
80,320,1,1,1,56
320,320,3,1,8,28
320,320,3,2,8,28
320,320,1,1,1,28
320,80,1,1,1,28
80,320,1,1,1,28
160,160,3,1,4,28
160,160,3,2,4,28
160,160,1,1,1,28
160,40,1,1,1,28
40,160,1,1,1,28
160,160,3,1,4,14
160,160,3,2,4,14
160,160,1,1,1,14
160,40,1,1,1,14
40,160,1,1,1,14
200,200,3,1,5,28
200,200,3,2,5,28
200,200,1,1,1,28
200,50,1,1,1,28
50,200,1,1,1,28
200,200,3,1,5,14
200,200,3,2,5,14
200,200,1,1,1,14
200,50,1,1,1,14
50,200,1,1,1,14
240,240,3,1,6,28
240,240,3,2,6,28
240,240,1,1,1,28
240,60,1,1,1,28
60,240,1,1,1,28
240,240,3,1,6,14
240,240,3,2,6,14
240,240,1,1,1,14
240,60,1,1,1,14
60,240,1,1,1,14
280,280,3,1,7,28
280,280,3,2,7,28
280,280,1,1,1,28
280,70,1,1,1,28
70,280,1,1,1,28
280,280,3,1,7,14
280,280,3,2,7,14
280,280,1,1,1,14
280,70,1,1,1,14
70,280,1,1,1,14
320,320,3,1,8,28
320,320,3,2,8,28
320,320,1,1,1,28
320,80,1,1,1,28
80,320,1,1,1,28
320,320,3,1,8,14
320,320,3,2,8,14
320,320,1,1,1,14
320,80,1,1,1,14
80,320,1,1,1,14
360,360,3,1,9,28
360,360,3,2,9,28
360,360,1,1,1,28
360,90,1,1,1,28
90,360,1,1,1,28
360,360,3,1,9,14
360,360,3,2,9,14
360,360,1,1,1,14
360,90,1,1,1,14
90,360,1,1,1,14
400,400,3,1,10,28
400,400,3,2,10,28
400,400,1,1,1,28
400,100,1,1,1,28
100,400,1,1,1,28
400,400,3,1,10,14
400,400,3,2,10,14
400,400,1,1,1,14
400,100,1,1,1,14
100,400,1,1,1,14
440,440,3,1,11,28
440,440,3,2,11,28
440,440,1,1,1,28
440,110,1,1,1,28
110,440,1,1,1,28
440,440,3,1,11,14
440,440,3,2,11,14
440,440,1,1,1,14
440,110,1,1,1,14
110,440,1,1,1,14
480,480,3,1,12,28
480,480,3,2,12,28
480,480,1,1,1,28
480,120,1,1,1,28
120,480,1,1,1,28
480,480,3,1,12,14
480,480,3,2,12,14
480,480,1,1,1,14
480,120,1,1,1,14
120,480,1,1,1,14
520,520,3,1,13,28
520,520,3,2,13,28
520,520,1,1,1,28
520,130,1,1,1,28
130,520,1,1,1,28
520,520,3,1,13,14
520,520,3,2,13,14
520,520,1,1,1,14
520,130,1,1,1,14
130,520,1,1,1,14
560,560,3,1,14,28
560,560,3,2,14,28
560,560,1,1,1,28
560,140,1,1,1,28
140,560,1,1,1,28
560,560,3,1,14,14
560,560,3,2,14,14
560,560,1,1,1,14
560,140,1,1,1,14
140,560,1,1,1,14
600,600,3,1,15,28
600,600,3,2,15,28
600,600,1,1,1,28
600,150,1,1,1,28
150,600,1,1,1,28
600,600,3,1,15,14
600,600,3,2,15,14
600,600,1,1,1,14
600,150,1,1,1,14
150,600,1,1,1,14
640,640,3,1,16,28
640,640,3,2,16,28
640,640,1,1,1,28
640,160,1,1,1,28
160,640,1,1,1,28
640,640,3,1,16,14
640,640,3,2,16,14
640,640,1,1,1,14
640,160,1,1,1,14
160,640,1,1,1,14
320,320,3,1,8,14
320,320,3,2,8,14
320,320,1,1,1,14
320,80,1,1,1,14
80,320,1,1,1,14
320,320,3,1,8,7
320,320,3,2,8,7
320,320,1,1,1,7
320,80,1,1,1,7
80,320,1,1,1,7
360,360,3,1,9,14
360,360,3,2,9,14
360,360,1,1,1,14
360,90,1,1,1,14
90,360,1,1,1,14
360,360,3,1,9,7
360,360,3,2,9,7
360,360,1,1,1,7
360,90,1,1,1,7
90,360,1,1,1,7
400,400,3,1,10,14
400,400,3,2,10,14
400,400,1,1,1,14
400,100,1,1,1,14
100,400,1,1,1,14
400,400,3,1,10,7
400,400,3,2,10,7
400,400,1,1,1,7
400,100,1,1,1,7
100,400,1,1,1,7
440,440,3,1,11,14
440,440,3,2,11,14
440,440,1,1,1,14
440,110,1,1,1,14
110,440,1,1,1,14
440,440,3,1,11,7
440,440,3,2,11,7
440,440,1,1,1,7
440,110,1,1,1,7
110,440,1,1,1,7
480,480,3,1,12,14
480,480,3,2,12,14
480,480,1,1,1,14
480,120,1,1,1,14
120,480,1,1,1,14
480,480,3,1,12,7
480,480,3,2,12,7
480,480,1,1,1,7
480,120,1,1,1,7
120,480,1,1,1,7
520,520,3,1,13,14
520,520,3,2,13,14
520,520,1,1,1,14
520,130,1,1,1,14
130,520,1,1,1,14
520,520,3,1,13,7
520,520,3,2,13,7
520,520,1,1,1,7
520,130,1,1,1,7
130,520,1,1,1,7
560,560,3,1,14,14
560,560,3,2,14,14
560,560,1,1,1,14
560,140,1,1,1,14
140,560,1,1,1,14
560,560,3,1,14,7
560,560,3,2,14,7
560,560,1,1,1,7
560,140,1,1,1,7
140,560,1,1,1,7
600,600,3,1,15,14
600,600,3,2,15,14
600,600,1,1,1,14
600,150,1,1,1,14
150,600,1,1,1,14
600,600,3,1,15,7
600,600,3,2,15,7
600,600,1,1,1,7
600,150,1,1,1,7
150,600,1,1,1,7
640,640,3,1,16,14
640,640,3,2,16,14
640,640,1,1,1,14
640,160,1,1,1,14
160,640,1,1,1,14
640,640,3,1,16,7
640,640,3,2,16,7
640,640,1,1,1,7
640,160,1,1,1,7
160,640,1,1,1,7
680,680,3,1,17,14
680,680,3,2,17,14
680,680,1,1,1,14
680,170,1,1,1,14
170,680,1,1,1,14
680,680,3,1,17,7
680,680,3,2,17,7
680,680,1,1,1,7
680,170,1,1,1,7
170,680,1,1,1,7
720,720,3,1,18,14
720,720,3,2,18,14
720,720,1,1,1,14
720,180,1,1,1,14
180,720,1,1,1,14
720,720,3,1,18,7
720,720,3,2,18,7
720,720,1,1,1,7
720,180,1,1,1,7
180,720,1,1,1,7
760,760,3,1,19,14
760,760,3,2,19,14
760,760,1,1,1,14
760,190,1,1,1,14
190,760,1,1,1,14
760,760,3,1,19,7
760,760,3,2,19,7
760,760,1,1,1,7
760,190,1,1,1,7
190,760,1,1,1,7
800,800,3,1,20,14
800,800,3,2,20,14
800,800,1,1,1,14
800,200,1,1,1,14
200,800,1,1,1,14
800,800,3,1,20,7
800,800,3,2,20,7
800,800,1,1,1,7
800,200,1,1,1,7
200,800,1,1,1,7
840,840,3,1,21,14
840,840,3,2,21,14
840,840,1,1,1,14
840,210,1,1,1,14
210,840,1,1,1,14
840,840,3,1,21,7
840,840,3,2,21,7
840,840,1,1,1,7
840,210,1,1,1,7
210,840,1,1,1,7
880,880,3,1,22,14
880,880,3,2,22,14
880,880,1,1,1,14
880,220,1,1,1,14
220,880,1,1,1,14
880,880,3,1,22,7
880,880,3,2,22,7
880,880,1,1,1,7
880,220,1,1,1,7
220,880,1,1,1,7
920,920,3,1,23,14
920,920,3,2,23,14
920,920,1,1,1,14
920,230,1,1,1,14
230,920,1,1,1,14
920,920,3,1,23,7
920,920,3,2,23,7
920,920,1,1,1,7
920,230,1,1,1,7
230,920,1,1,1,7
960,960,3,1,24,14
960,960,3,2,24,14
960,960,1,1,1,14
960,240,1,1,1,14
240,960,1,1,1,14
960,960,3,1,24,7
960,960,3,2,24,7
960,960,1,1,1,7
960,240,1,1,1,7
240,960,1,1,1,7
1000,1000,3,1,25,14
1000,1000,3,2,25,14
1000,1000,1,1,1,14
1000,250,1,1,1,14
250,1000,1,1,1,14
1000,1000,3,1,25,7
1000,1000,3,2,25,7
1000,1000,1,1,1,7
1000,250,1,1,1,7
250,1000,1,1,1,7
1040,1040,3,1,26,14
1040,1040,3,2,26,14
1040,1040,1,1,1,14
1040,260,1,1,1,14
260,1040,1,1,1,14
1040,1040,3,1,26,7
1040,1040,3,2,26,7
1040,1040,1,1,1,7
1040,260,1,1,1,7
260,1040,1,1,1,7
1080,1080,3,1,27,14
1080,1080,3,2,27,14
1080,1080,1,1,1,14
1080,270,1,1,1,14
270,1080,1,1,1,14
1080,1080,3,1,27,7
1080,1080,3,2,27,7
1080,1080,1,1,1,7
1080,270,1,1,1,7
270,1080,1,1,1,7
1120,1120,3,1,28,14
1120,1120,3,2,28,14
1120,1120,1,1,1,14
1120,280,1,1,1,14
280,1120,1,1,1,14
1120,1120,3,1,28,7
1120,1120,3,2,28,7
1120,1120,1,1,1,7
1120,280,1,1,1,7
280,1120,1,1,1,7
1160,1160,3,1,29,14
1160,1160,3,2,29,14
1160,1160,1,1,1,14
1160,290,1,1,1,14
290,1160,1,1,1,14
1160,1160,3,1,29,7
1160,1160,3,2,29,7
1160,1160,1,1,1,7
1160,290,1,1,1,7
290,1160,1,1,1,7
1200,1200,3,1,30,14
1200,1200,3,2,30,14
1200,1200,1,1,1,14
1200,300,1,1,1,14
300,1200,1,1,1,14
1200,1200,3,1,30,7
1200,1200,3,2,30,7
1200,1200,1,1,1,7
1200,300,1,1,1,7
300,1200,1,1,1,7
1240,1240,3,1,31,14
1240,1240,3,2,31,14
1240,1240,1,1,1,14
1240,310,1,1,1,14
310,1240,1,1,1,14
1240,1240,3,1,31,7
1240,1240,3,2,31,7
1240,1240,1,1,1,7
1240,310,1,1,1,7
310,1240,1,1,1,7
1280,1280,3,1,32,14
1280,1280,3,2,32,14
1280,1280,1,1,1,14
1280,320,1,1,1,14
320,1280,1,1,1,14
1280,1280,3,1,32,7
1280,1280,3,2,32,7
1280,1280,1,1,1,7
1280,320,1,1,1,7
320,1280,1,1,1,7
1320,1320,3,1,33,14
1320,1320,3,2,33,14
1320,1320,1,1,1,14
1320,330,1,1,1,14
330,1320,1,1,1,14
1320,1320,3,1,33,7
1320,1320,3,2,33,7
1320,1320,1,1,1,7
1320,330,1,1,1,7
330,1320,1,1,1,7
1360,1360,3,1,34,14
1360,1360,3,2,34,14
1360,1360,1,1,1,14
1360,340,1,1,1,14
340,1360,1,1,1,14
1360,1360,3,1,34,7
1360,1360,3,2,34,7
1360,1360,1,1,1,7
1360,340,1,1,1,7
340,1360,1,1,1,7
1400,1400,3,1,35,14
1400,1400,3,2,35,14
1400,1400,1,1,1,14
1400,350,1,1,1,14
350,1400,1,1,1,14
1400,1400,3,1,35,7
1400,1400,3,2,35,7
1400,1400,1,1,1,7
1400,350,1,1,1,7
350,1400,1,1,1,7
1440,1440,3,1,36,14
1440,1440,3,2,36,14
1440,1440,1,1,1,14
1440,360,1,1,1,14
360,1440,1,1,1,14
1440,1440,3,1,36,7
1440,1440,3,2,36,7
1440,1440,1,1,1,7
1440,360,1,1,1,7
360,1440,1,1,1,7
1480,1480,3,1,37,14
1480,1480,3,2,37,14
1480,1480,1,1,1,14
1480,370,1,1,1,14
370,1480,1,1,1,14
1480,1480,3,1,37,7
1480,1480,3,2,37,7
1480,1480,1,1,1,7
1480,370,1,1,1,7
370,1480,1,1,1,7
1520,1520,3,1,38,14
1520,1520,3,2,38,14
1520,1520,1,1,1,14
1520,380,1,1,1,14
380,1520,1,1,1,14
1520,1520,3,1,38,7
1520,1520,3,2,38,7
1520,1520,1,1,1,7
1520,380,1,1,1,7
380,1520,1,1,1,7
1560,1560,3,1,39,14
1560,1560,3,2,39,14
1560,1560,1,1,1,14
1560,390,1,1,1,14
390,1560,1,1,1,14
1560,1560,3,1,39,7
1560,1560,3,2,39,7
1560,1560,1,1,1,7
1560,390,1,1,1,7
390,1560,1,1,1,7
1600,1600,3,1,40,14
1600,1600,3,2,40,14
1600,1600,1,1,1,14
1600,400,1,1,1,14
400,1600,1,1,1,14
1600,1600,3,1,40,7
1600,1600,3,2,40,7
1600,1600,1,1,1,7
1600,400,1,1,1,7
400,1600,1,1,1,7
1640,1640,3,1,41,14
1640,1640,3,2,41,14
1640,1640,1,1,1,14
1640,410,1,1,1,14
410,1640,1,1,1,14
1640,1640,3,1,41,7
1640,1640,3,2,41,7
1640,1640,1,1,1,7
1640,410,1,1,1,7
410,1640,1,1,1,7
1680,1680,3,1,42,14
1680,1680,3,2,42,14
1680,1680,1,1,1,14
1680,420,1,1,1,14
420,1680,1,1,1,14
1680,1680,3,1,42,7
1680,1680,3,2,42,7
1680,1680,1,1,1,7
1680,420,1,1,1,7
420,1680,1,1,1,7
48,48,3,1,1,112
24,48,1,1,1,112
16,48,1,1,1,112
48,48,3,2,1,112
24,48,1,2,1,112
16,48,1,2,1,112
48,48,1,1,1,112
48,12,1,1,1,112
12,48,1,1,1,112
48,48,3,1,1,56
24,48,1,1,1,56
16,48,1,1,1,56
48,48,3,2,1,56
24,48,1,2,1,56
16,48,1,2,1,56
48,48,1,1,1,56
48,12,1,1,1,56
12,48,1,1,1,56
96,96,3,1,2,112
48,96,1,1,1,112
32,96,1,1,1,112
96,96,3,2,2,112
48,96,1,2,1,112
32,96,1,2,1,112
96,96,1,1,1,112
96,24,1,1,1,112
24,96,1,1,1,112
96,96,3,1,2,56
48,96,1,1,1,56
32,96,1,1,1,56
96,96,3,2,2,56
48,96,1,2,1,56
32,96,1,2,1,56
96,96,1,1,1,56
96,24,1,1,1,56
24,96,1,1,1,56
144,144,3,1,3,112
72,144,1,1,1,112
48,144,1,1,1,112
144,144,3,2,3,112
72,144,1,2,1,112
48,144,1,2,1,112
144,144,1,1,1,112
144,36,1,1,1,112
36,144,1,1,1,112
144,144,3,1,3,56
72,144,1,1,1,56
48,144,1,1,1,56
144,144,3,2,3,56
72,144,1,2,1,56
48,144,1,2,1,56
144,144,1,1,1,56
144,36,1,1,1,56
36,144,1,1,1,56
192,192,3,1,4,112
96,192,1,1,1,112
64,192,1,1,1,112
192,192,3,2,4,112
96,192,1,2,1,112
64,192,1,2,1,112
192,192,1,1,1,112
192,48,1,1,1,112
48,192,1,1,1,112
192,192,3,1,4,56
96,192,1,1,1,56
64,192,1,1,1,56
192,192,3,2,4,56
96,192,1,2,1,56
64,192,1,2,1,56
192,192,1,1,1,56
192,48,1,1,1,56
48,192,1,1,1,56
96,96,3,1,2,56
96,96,3,2,2,56
96,96,1,1,1,56
96,24,1,1,1,56
24,96,1,1,1,56
96,96,3,1,2,28
96,96,3,2,2,28
96,96,1,1,1,28
96,24,1,1,1,28
24,96,1,1,1,28
144,144,3,1,3,56
144,144,3,2,3,56
144,144,1,1,1,56
144,36,1,1,1,56
36,144,1,1,1,56
144,144,3,1,3,28
144,144,3,2,3,28
144,144,1,1,1,28
144,36,1,1,1,28
36,144,1,1,1,28
192,192,3,1,4,56
192,192,3,2,4,56
192,192,1,1,1,56
192,48,1,1,1,56
48,192,1,1,1,56
192,192,3,1,4,28
192,192,3,2,4,28
192,192,1,1,1,28
192,48,1,1,1,28
48,192,1,1,1,28
240,240,3,1,5,56
240,240,3,2,5,56
240,240,1,1,1,56
240,60,1,1,1,56
60,240,1,1,1,56
240,240,3,1,5,28
240,240,3,2,5,28
240,240,1,1,1,28
240,60,1,1,1,28
60,240,1,1,1,28
288,288,3,1,6,56
288,288,3,2,6,56
288,288,1,1,1,56
288,72,1,1,1,56
72,288,1,1,1,56
288,288,3,1,6,28
288,288,3,2,6,28
288,288,1,1,1,28
288,72,1,1,1,28
72,288,1,1,1,28
336,336,3,1,7,56
336,336,3,2,7,56
336,336,1,1,1,56
336,84,1,1,1,56
84,336,1,1,1,56
336,336,3,1,7,28
336,336,3,2,7,28
336,336,1,1,1,28
336,84,1,1,1,28
84,336,1,1,1,28
384,384,3,1,8,56
384,384,3,2,8,56
384,384,1,1,1,56
384,96,1,1,1,56
96,384,1,1,1,56
384,384,3,1,8,28
384,384,3,2,8,28
384,384,1,1,1,28
384,96,1,1,1,28
96,384,1,1,1,28
192,192,3,1,4,28
192,192,3,2,4,28
192,192,1,1,1,28
192,48,1,1,1,28
48,192,1,1,1,28
192,192,3,1,4,14
192,192,3,2,4,14
192,192,1,1,1,14
192,48,1,1,1,14
48,192,1,1,1,14
240,240,3,1,5,28
240,240,3,2,5,28
240,240,1,1,1,28
240,60,1,1,1,28
60,240,1,1,1,28
240,240,3,1,5,14
240,240,3,2,5,14
240,240,1,1,1,14
240,60,1,1,1,14
60,240,1,1,1,14
288,288,3,1,6,28
288,288,3,2,6,28
288,288,1,1,1,28
288,72,1,1,1,28
72,288,1,1,1,28
288,288,3,1,6,14
288,288,3,2,6,14
288,288,1,1,1,14
288,72,1,1,1,14
72,288,1,1,1,14
336,336,3,1,7,28
336,336,3,2,7,28
336,336,1,1,1,28
336,84,1,1,1,28
84,336,1,1,1,28
336,336,3,1,7,14
336,336,3,2,7,14
336,336,1,1,1,14
336,84,1,1,1,14
84,336,1,1,1,14
384,384,3,1,8,28
384,384,3,2,8,28
384,384,1,1,1,28
384,96,1,1,1,28
96,384,1,1,1,28
384,384,3,1,8,14
384,384,3,2,8,14
384,384,1,1,1,14
384,96,1,1,1,14
96,384,1,1,1,14
432,432,3,1,9,28
432,432,3,2,9,28
432,432,1,1,1,28
432,108,1,1,1,28
108,432,1,1,1,28
432,432,3,1,9,14
432,432,3,2,9,14
432,432,1,1,1,14
432,108,1,1,1,14
108,432,1,1,1,14
480,480,3,1,10,28
480,480,3,2,10,28
480,480,1,1,1,28
480,120,1,1,1,28
120,480,1,1,1,28
480,480,3,1,10,14
480,480,3,2,10,14
480,480,1,1,1,14
480,120,1,1,1,14
120,480,1,1,1,14
528,528,3,1,11,28
528,528,3,2,11,28
528,528,1,1,1,28
528,132,1,1,1,28
132,528,1,1,1,28
528,528,3,1,11,14
528,528,3,2,11,14
528,528,1,1,1,14
528,132,1,1,1,14
132,528,1,1,1,14
576,576,3,1,12,28
576,576,3,2,12,28
576,576,1,1,1,28
576,144,1,1,1,28
144,576,1,1,1,28
576,576,3,1,12,14
576,576,3,2,12,14
576,576,1,1,1,14
576,144,1,1,1,14
144,576,1,1,1,14
624,624,3,1,13,28
624,624,3,2,13,28
624,624,1,1,1,28
624,156,1,1,1,28
156,624,1,1,1,28
624,624,3,1,13,14
624,624,3,2,13,14
624,624,1,1,1,14
624,156,1,1,1,14
156,624,1,1,1,14
672,672,3,1,14,28
672,672,3,2,14,28
672,672,1,1,1,28
672,168,1,1,1,28
168,672,1,1,1,28
672,672,3,1,14,14
672,672,3,2,14,14
672,672,1,1,1,14
672,168,1,1,1,14
168,672,1,1,1,14
720,720,3,1,15,28
720,720,3,2,15,28
720,720,1,1,1,28
720,180,1,1,1,28
180,720,1,1,1,28
720,720,3,1,15,14
720,720,3,2,15,14
720,720,1,1,1,14
720,180,1,1,1,14
180,720,1,1,1,14
768,768,3,1,16,28
768,768,3,2,16,28
768,768,1,1,1,28
768,192,1,1,1,28
192,768,1,1,1,28
768,768,3,1,16,14
768,768,3,2,16,14
768,768,1,1,1,14
768,192,1,1,1,14
192,768,1,1,1,14
384,384,3,1,8,14
384,384,3,2,8,14
384,384,1,1,1,14
384,96,1,1,1,14
96,384,1,1,1,14
384,384,3,1,8,7
384,384,3,2,8,7
384,384,1,1,1,7
384,96,1,1,1,7
96,384,1,1,1,7
432,432,3,1,9,14
432,432,3,2,9,14
432,432,1,1,1,14
432,108,1,1,1,14
108,432,1,1,1,14
432,432,3,1,9,7
432,432,3,2,9,7
432,432,1,1,1,7
432,108,1,1,1,7
108,432,1,1,1,7
480,480,3,1,10,14
480,480,3,2,10,14
480,480,1,1,1,14
480,120,1,1,1,14
120,480,1,1,1,14
480,480,3,1,10,7
480,480,3,2,10,7
480,480,1,1,1,7
480,120,1,1,1,7
120,480,1,1,1,7
528,528,3,1,11,14
528,528,3,2,11,14
528,528,1,1,1,14
528,132,1,1,1,14
132,528,1,1,1,14
528,528,3,1,11,7
528,528,3,2,11,7
528,528,1,1,1,7
528,132,1,1,1,7
132,528,1,1,1,7
576,576,3,1,12,14
576,576,3,2,12,14
576,576,1,1,1,14
576,144,1,1,1,14
144,576,1,1,1,14
576,576,3,1,12,7
576,576,3,2,12,7
576,576,1,1,1,7
576,144,1,1,1,7
144,576,1,1,1,7
624,624,3,1,13,14
624,624,3,2,13,14
624,624,1,1,1,14
624,156,1,1,1,14
156,624,1,1,1,14
624,624,3,1,13,7
624,624,3,2,13,7
624,624,1,1,1,7
624,156,1,1,1,7
156,624,1,1,1,7
