in_channels,out_channels,kernel_size,stride,groups,hw
256,256,3,1,2,112
128,256,1,1,1,112
85,256,1,1,1,112
256,256,3,2,2,112
128,256,1,2,1,112
85,256,1,2,1,112
256,256,1,1,1,112
256,64,1,1,1,112
64,256,1,1,1,112
256,256,3,1,2,56
128,256,1,1,1,56
85,256,1,1,1,56
256,256,3,2,2,56
128,256,1,2,1,56
85,256,1,2,1,56
256,256,1,1,1,56
256,64,1,1,1,56
64,256,1,1,1,56
384,384,3,1,3,112
192,384,1,1,1,112
128,384,1,1,1,112
384,384,3,2,3,112
192,384,1,2,1,112
128,384,1,2,1,112
384,384,1,1,1,112
384,96,1,1,1,112
96,384,1,1,1,112
384,384,3,1,3,56
192,384,1,1,1,56
128,384,1,1,1,56
384,384,3,2,3,56
192,384,1,2,1,56
128,384,1,2,1,56
384,384,1,1,1,56
384,96,1,1,1,56
96,384,1,1,1,56
512,512,3,1,4,112
256,512,1,1,1,112
170,512,1,1,1,112
512,512,3,2,4,112
256,512,1,2,1,112
170,512,1,2,1,112
512,512,1,1,1,112
512,128,1,1,1,112
128,512,1,1,1,112
512,512,3,1,4,56
256,512,1,1,1,56
170,512,1,1,1,56
512,512,3,2,4,56
256,512,1,2,1,56
170,512,1,2,1,56
512,512,1,1,1,56
512,128,1,1,1,56
128,512,1,1,1,56
256,256,3,1,2,56
256,256,3,2,2,56
256,256,1,1,1,56
256,64,1,1,1,56
64,256,1,1,1,56
256,256,3,1,2,28
256,256,3,2,2,28
256,256,1,1,1,28
256,64,1,1,1,28
64,256,1,1,1,28
384,384,3,1,3,56
384,384,3,2,3,56
384,384,1,1,1,56
384,96,1,1,1,56
96,384,1,1,1,56
384,384,3,1,3,28
384,384,3,2,3,28
384,384,1,1,1,28
384,96,1,1,1,28
96,384,1,1,1,28
512,512,3,1,4,56
512,512,3,2,4,56
512,512,1,1,1,56
512,128,1,1,1,56
128,512,1,1,1,56
512,512,3,1,4,28
512,512,3,2,4,28
512,512,1,1,1,28
512,128,1,1,1,28
128,512,1,1,1,28
640,640,3,1,5,56
640,640,3,2,5,56
640,640,1,1,1,56
640,160,1,1,1,56
160,640,1,1,1,56
640,640,3,1,5,28
640,640,3,2,5,28
640,640,1,1,1,28
640,160,1,1,1,28
160,640,1,1,1,28
768,768,3,1,6,56
768,768,3,2,6,56
768,768,1,1,1,56
768,192,1,1,1,56
192,768,1,1,1,56
768,768,3,1,6,28
768,768,3,2,6,28
768,768,1,1,1,28
768,192,1,1,1,28
192,768,1,1,1,28
896,896,3,1,7,56
896,896,3,2,7,56
896,896,1,1,1,56
896,224,1,1,1,56
224,896,1,1,1,56
896,896,3,1,7,28
896,896,3,2,7,28
896,896,1,1,1,28
896,224,1,1,1,28
224,896,1,1,1,28
1024,1024,3,1,8,56
1024,1024,3,2,8,56
1024,1024,1,1,1,56
1024,256,1,1,1,56
256,1024,1,1,1,56
1024,1024,3,1,8,28
1024,1024,3,2,8,28
1024,1024,1,1,1,28
1024,256,1,1,1,28
256,1024,1,1,1,28
512,512,3,1,4,28
512,512,3,2,4,28
512,512,1,1,1,28
512,128,1,1,1,28
128,512,1,1,1,28
512,512,3,1,4,14
512,512,3,2,4,14
512,512,1,1,1,14
512,128,1,1,1,14
128,512,1,1,1,14
640,640,3,1,5,28
640,640,3,2,5,28
640,640,1,1,1,28
640,160,1,1,1,28
160,640,1,1,1,28
640,640,3,1,5,14
640,640,3,2,5,14
640,640,1,1,1,14
640,160,1,1,1,14
160,640,1,1,1,14
768,768,3,1,6,28
768,768,3,2,6,28
768,768,1,1,1,28
768,192,1,1,1,28
192,768,1,1,1,28
768,768,3,1,6,14
768,768,3,2,6,14
768,768,1,1,1,14
768,192,1,1,1,14
192,768,1,1,1,14
896,896,3,1,7,28
896,896,3,2,7,28
896,896,1,1,1,28
896,224,1,1,1,28
224,896,1,1,1,28
896,896,3,1,7,14
896,896,3,2,7,14
896,896,1,1,1,14
896,224,1,1,1,14
224,896,1,1,1,14
1024,1024,3,1,8,28
1024,1024,3,2,8,28
1024,1024,1,1,1,28
1024,256,1,1,1,28
256,1024,1,1,1,28
1024,1024,3,1,8,14
1024,1024,3,2,8,14
1024,1024,1,1,1,14
1024,256,1,1,1,14
256,1024,1,1,1,14
1152,1152,3,1,9,28
1152,1152,3,2,9,28
1152,1152,1,1,1,28
1152,288,1,1,1,28
288,1152,1,1,1,28
1152,1152,3,1,9,14
1152,1152,3,2,9,14
1152,1152,1,1,1,14
1152,288,1,1,1,14
288,1152,1,1,1,14
1280,1280,3,1,10,28
1280,1280,3,2,10,28
1280,1280,1,1,1,28
1280,320,1,1,1,28
320,1280,1,1,1,28
1280,1280,3,1,10,14
1280,1280,3,2,10,14
1280,1280,1,1,1,14
1280,320,1,1,1,14
320,1280,1,1,1,14
1408,1408,3,1,11,28
1408,1408,3,2,11,28
1408,1408,1,1,1,28
1408,352,1,1,1,28
352,1408,1,1,1,28
1408,1408,3,1,11,14
1408,1408,3,2,11,14
1408,1408,1,1,1,14
1408,352,1,1,1,14
352,1408,1,1,1,14
1536,1536,3,1,12,28
1536,1536,3,2,12,28
1536,1536,1,1,1,28
1536,384,1,1,1,28
384,1536,1,1,1,28
1536,1536,3,1,12,14
1536,1536,3,2,12,14
1536,1536,1,1,1,14
1536,384,1,1,1,14
384,1536,1,1,1,14
1664,1664,3,1,13,28
1664,1664,3,2,13,28
1664,1664,1,1,1,28
1664,416,1,1,1,28
416,1664,1,1,1,28
1664,1664,3,1,13,14
1664,1664,3,2,13,14
1664,1664,1,1,1,14
1664,416,1,1,1,14
416,1664,1,1,1,14
1792,1792,3,1,14,28
1792,1792,3,2,14,28
1792,1792,1,1,1,28
1792,448,1,1,1,28
448,1792,1,1,1,28
1792,1792,3,1,14,14
1792,1792,3,2,14,14
1792,1792,1,1,1,14
1792,448,1,1,1,14
448,1792,1,1,1,14
1920,1920,3,1,15,28
1920,1920,3,2,15,28
1920,1920,1,1,1,28
1920,480,1,1,1,28
480,1920,1,1,1,28
1920,1920,3,1,15,14
1920,1920,3,2,15,14
1920,1920,1,1,1,14
1920,480,1,1,1,14
480,1920,1,1,1,14
2048,2048,3,1,16,28
2048,2048,3,2,16,28
2048,2048,1,1,1,28
2048,512,1,1,1,28
512,2048,1,1,1,28
2048,2048,3,1,16,14
2048,2048,3,2,16,14
2048,2048,1,1,1,14
2048,512,1,1,1,14
512,2048,1,1,1,14
1024,1024,3,1,8,14
1024,1024,3,2,8,14
1024,1024,1,1,1,14
1024,256,1,1,1,14
256,1024,1,1,1,14
1024,1024,3,1,8,7
1024,1024,3,2,8,7
1024,1024,1,1,1,7
1024,256,1,1,1,7
256,1024,1,1,1,7
1152,1152,3,1,9,14
1152,1152,3,2,9,14
1152,1152,1,1,1,14
1152,288,1,1,1,14
288,1152,1,1,1,14
1152,1152,3,1,9,7
1152,1152,3,2,9,7
1152,1152,1,1,1,7
1152,288,1,1,1,7
288,1152,1,1,1,7
1280,1280,3,1,10,14
1280,1280,3,2,10,14
1280,1280,1,1,1,14
1280,320,1,1,1,14
320,1280,1,1,1,14
1280,1280,3,1,10,7
1280,1280,3,2,10,7
1280,1280,1,1,1,7
1280,320,1,1,1,7
320,1280,1,1,1,7
1408,1408,3,1,11,14
1408,1408,3,2,11,14
1408,1408,1,1,1,14
1408,352,1,1,1,14
352,1408,1,1,1,14
1408,1408,3,1,11,7
1408,1408,3,2,11,7
1408,1408,1,1,1,7
1408,352,1,1,1,7
352,1408,1,1,1,7
1536,1536,3,1,12,14
1536,1536,3,2,12,14
1536,1536,1,1,1,14
1536,384,1,1,1,14
384,1536,1,1,1,14
1536,1536,3,1,12,7
1536,1536,3,2,12,7
1536,1536,1,1,1,7
1536,384,1,1,1,7
384,1536,1,1,1,7
1664,1664,3,1,13,14
1664,1664,3,2,13,14
1664,1664,1,1,1,14
1664,416,1,1,1,14
416,1664,1,1,1,14
1664,1664,3,1,13,7
1664,1664,3,2,13,7
1664,1664,1,1,1,7
1664,416,1,1,1,7
416,1664,1,1,1,7
1792,1792,3,1,14,14
1792,1792,3,2,14,14
1792,1792,1,1,1,14
1792,448,1,1,1,14
448,1792,1,1,1,14
1792,1792,3,1,14,7
1792,1792,3,2,14,7
1792,1792,1,1,1,7
1792,448,1,1,1,7
448,1792,1,1,1,7
1920,1920,3,1,15,14
1920,1920,3,2,15,14
1920,1920,1,1,1,14
1920,480,1,1,1,14
480,1920,1,1,1,14
1920,1920,3,1,15,7
1920,1920,3,2,15,7
1920,1920,1,1,1,7
1920,480,1,1,1,7
480,1920,1,1,1,7
2048,2048,3,1,16,14
2048,2048,3,2,16,14
2048,2048,1,1,1,14
2048,512,1,1,1,14
512,2048,1,1,1,14
2048,2048,3,1,16,7
2048,2048,3,2,16,7
2048,2048,1,1,1,7
2048,512,1,1,1,7
512,2048,1,1,1,7
2176,2176,3,1,17,14
2176,2176,3,2,17,14
2176,2176,1,1,1,14
2176,544,1,1,1,14
544,2176,1,1,1,14
2176,2176,3,1,17,7
2176,2176,3,2,17,7
2176,2176,1,1,1,7
2176,544,1,1,1,7
544,2176,1,1,1,7
2304,2304,3,1,18,14
2304,2304,3,2,18,14
2304,2304,1,1,1,14
2304,576,1,1,1,14
576,2304,1,1,1,14
2304,2304,3,1,18,7
2304,2304,3,2,18,7
2304,2304,1,1,1,7
2304,576,1,1,1,7
576,2304,1,1,1,7
2432,2432,3,1,19,14
2432,2432,3,2,19,14
2432,2432,1,1,1,14
2432,608,1,1,1,14
608,2432,1,1,1,14
2432,2432,3,1,19,7
2432,2432,3,2,19,7
2432,2432,1,1,1,7
2432,608,1,1,1,7
608,2432,1,1,1,7
2560,2560,3,1,20,14
2560,2560,3,2,20,14
2560,2560,1,1,1,14
2560,640,1,1,1,14
640,2560,1,1,1,14
2560,2560,3,1,20,7
2560,2560,3,2,20,7
2560,2560,1,1,1,7
2560,640,1,1,1,7
640,2560,1,1,1,7
2688,2688,3,1,21,14
2688,2688,3,2,21,14
2688,2688,1,1,1,14
2688,672,1,1,1,14
672,2688,1,1,1,14
2688,2688,3,1,21,7
2688,2688,3,2,21,7
2688,2688,1,1,1,7
2688,672,1,1,1,7
672,2688,1,1,1,7
2816,2816,3,1,22,14
2816,2816,3,2,22,14
2816,2816,1,1,1,14
2816,704,1,1,1,14
704,2816,1,1,1,14
2816,2816,3,1,22,7
2816,2816,3,2,22,7
2816,2816,1,1,1,7
2816,704,1,1,1,7
704,2816,1,1,1,7
2944,2944,3,1,23,14
2944,2944,3,2,23,14
2944,2944,1,1,1,14
2944,736,1,1,1,14
736,2944,1,1,1,14
2944,2944,3,1,23,7
2944,2944,3,2,23,7
2944,2944,1,1,1,7
2944,736,1,1,1,7
736,2944,1,1,1,7
3072,3072,3,1,24,14
3072,3072,3,2,24,14
3072,3072,1,1,1,14
3072,768,1,1,1,14
768,3072,1,1,1,14
3072,3072,3,1,24,7
3072,3072,3,2,24,7
3072,3072,1,1,1,7
3072,768,1,1,1,7
768,3072,1,1,1,7
3200,3200,3,1,25,14
3200,3200,3,2,25,14
3200,3200,1,1,1,14
3200,800,1,1,1,14
800,3200,1,1,1,14
3200,3200,3,1,25,7
3200,3200,3,2,25,7
3200,3200,1,1,1,7
3200,800,1,1,1,7
800,3200,1,1,1,7
3328,3328,3,1,26,14
3328,3328,3,2,26,14
3328,3328,1,1,1,14
3328,832,1,1,1,14
832,3328,1,1,1,14
3328,3328,3,1,26,7
3328,3328,3,2,26,7
3328,3328,1,1,1,7
3328,832,1,1,1,7
832,3328,1,1,1,7
3456,3456,3,1,27,14
3456,3456,3,2,27,14
3456,3456,1,1,1,14
3456,864,1,1,1,14
864,3456,1,1,1,14
3456,3456,3,1,27,7
3456,3456,3,2,27,7
3456,3456,1,1,1,7
3456,864,1,1,1,7
864,3456,1,1,1,7
3584,3584,3,1,28,14
3584,3584,3,2,28,14
3584,3584,1,1,1,14
3584,896,1,1,1,14
896,3584,1,1,1,14
3584,3584,3,1,28,7
3584,3584,3,2,28,7
3584,3584,1,1,1,7
3584,896,1,1,1,7
896,3584,1,1,1,7
3712,3712,3,1,29,14
3712,3712,3,2,29,14
3712,3712,1,1,1,14
3712,928,1,1,1,14
928,3712,1,1,1,14
3712,3712,3,1,29,7
3712,3712,3,2,29,7
3712,3712,1,1,1,7
3712,928,1,1,1,7
928,3712,1,1,1,7
3840,3840,3,1,30,14
3840,3840,3,2,30,14
3840,3840,1,1,1,14
3840,960,1,1,1,14
960,3840,1,1,1,14
3840,3840,3,1,30,7
3840,3840,3,2,30,7
3840,3840,1,1,1,7
3840,960,1,1,1,7
960,3840,1,1,1,7
3968,3968,3,1,31,14
3968,3968,3,2,31,14
3968,3968,1,1,1,14
3968,992,1,1,1,14
992,3968,1,1,1,14
3968,3968,3,1,31,7
3968,3968,3,2,31,7
3968,3968,1,1,1,7
3968,992,1,1,1,7
992,3968,1,1,1,7
168,168,3,1,1,112
84,168,1,1,1,112
56,168,1,1,1,112
168,168,3,2,1,112
84,168,1,2,1,112
56,168,1,2,1,112
168,168,1,1,1,112
168,42,1,1,1,112
42,168,1,1,1,112
168,168,3,1,1,56
84,168,1,1,1,56
56,168,1,1,1,56
168,168,3,2,1,56
84,168,1,2,1,56
56,168,1,2,1,56
168,168,1,1,1,56
168,42,1,1,1,56
42,168,1,1,1,56
336,336,3,1,2,112
168,336,1,1,1,112
112,336,1,1,1,112
336,336,3,2,2,112
168,336,1,2,1,112
112,336,1,2,1,112
336,336,1,1,1,112
336,84,1,1,1,112
84,336,1,1,1,112
336,336,3,1,2,56
168,336,1,1,1,56
112,336,1,1,1,56
336,336,3,2,2,56
168,336,1,2,1,56
112,336,1,2,1,56
336,336,1,1,1,56
336,84,1,1,1,56
84,336,1,1,1,56
504,504,3,1,3,112
252,504,1,1,1,112
168,504,1,1,1,112
504,504,3,2,3,112
252,504,1,2,1,112
168,504,1,2,1,112
504,504,1,1,1,112
504,126,1,1,1,112
126,504,1,1,1,112
504,504,3,1,3,56
252,504,1,1,1,56
168,504,1,1,1,56
504,504,3,2,3,56
252,504,1,2,1,56
168,504,1,2,1,56
504,504,1,1,1,56
504,126,1,1,1,56
126,504,1,1,1,56
672,672,3,1,4,112
336,672,1,1,1,112
224,672,1,1,1,112
672,672,3,2,4,112
336,672,1,2,1,112
224,672,1,2,1,112
672,672,1,1,1,112
672,168,1,1,1,112
168,672,1,1,1,112
672,672,3,1,4,56
336,672,1,1,1,56
224,672,1,1,1,56
672,672,3,2,4,56
336,672,1,2,1,56
224,672,1,2,1,56
672,672,1,1,1,56
672,168,1,1,1,56
168,672,1,1,1,56
336,336,3,1,2,56
336,336,3,2,2,56
336,336,1,1,1,56
336,84,1,1,1,56
84,336,1,1,1,56
336,336,3,1,2,28
336,336,3,2,2,28
336,336,1,1,1,28
336,84,1,1,1,28
84,336,1,1,1,28
504,504,3,1,3,56
504,504,3,2,3,56
504,504,1,1,1,56
504,126,1,1,1,56
126,504,1,1,1,56
504,504,3,1,3,28
504,504,3,2,3,28
504,504,1,1,1,28
504,126,1,1,1,28
126,504,1,1,1,28
672,672,3,1,4,56
672,672,3,2,4,56
672,672,1,1,1,56
672,168,1,1,1,56
168,672,1,1,1,56
672,672,3,1,4,28
672,672,3,2,4,28
672,672,1,1,1,28
672,168,1,1,1,28
168,672,1,1,1,28
840,840,3,1,5,56
840,840,3,2,5,56
840,840,1,1,1,56
840,210,1,1,1,56
210,840,1,1,1,56
840,840,3,1,5,28
840,840,3,2,5,28
840,840,1,1,1,28
840,210,1,1,1,28
210,840,1,1,1,28
1008,1008,3,1,6,56
1008,1008,3,2,6,56
1008,1008,1,1,1,56
1008,252,1,1,1,56
252,1008,1,1,1,56
1008,1008,3,1,6,28
1008,1008,3,2,6,28
1008,1008,1,1,1,28
1008,252,1,1,1,28
252,1008,1,1,1,28
1176,1176,3,1,7,56
1176,1176,3,2,7,56
1176,1176,1,1,1,56
1176,294,1,1,1,56
294,1176,1,1,1,56
1176,1176,3,1,7,28
1176,1176,3,2,7,28
1176,1176,1,1,1,28
1176,294,1,1,1,28
294,1176,1,1,1,28
1344,1344,3,1,8,56
1344,1344,3,2,8,56
1344,1344,1,1,1,56
1344,336,1,1,1,56
336,1344,1,1,1,56
1344,1344,3,1,8,28
1344,1344,3,2,8,28
1344,1344,1,1,1,28
1344,336,1,1,1,28
336,1344,1,1,1,28
672,672,3,1,4,28
672,672,3,2,4,28
672,672,1,1,1,28
672,168,1,1,1,28
168,672,1,1,1,28
672,672,3,1,4,14
672,672,3,2,4,14
672,672,1,1,1,14
672,168,1,1,1,14
168,672,1,1,1,14
840,840,3,1,5,28
840,840,3,2,5,28
840,840,1,1,1,28
840,210,1,1,1,28
210,840,1,1,1,28
840,840,3,1,5,14
840,840,3,2,5,14
840,840,1,1,1,14
840,210,1,1,1,14
210,840,1,1,1,14
1008,1008,3,1,6,28
1008,1008,3,2,6,28
1008,1008,1,1,1,28
1008,252,1,1,1,28
252,1008,1,1,1,28
1008,1008,3,1,6,14
1008,1008,3,2,6,14
1008,1008,1,1,1,14
1008,252,1,1,1,14
252,1008,1,1,1,14
1176,1176,3,1,7,28
1176,1176,3,2,7,28
1176,1176,1,1,1,28
1176,294,1,1,1,28
294,1176,1,1,1,28
1176,1176,3,1,7,14
1176,1176,3,2,7,14
1176,1176,1,1,1,14
1176,294,1,1,1,14
294,1176,1,1,1,14
1344,1344,3,1,8,28
1344,1344,3,2,8,28
1344,1344,1,1,1,28
1344,336,1,1,1,28
336,1344,1,1,1,28
1344,1344,3,1,8,14
1344,1344,3,2,8,14
1344,1344,1,1,1,14
1344,336,1,1,1,14
336,1344,1,1,1,14
1512,1512,3,1,9,28
1512,1512,3,2,9,28
1512,1512,1,1,1,28
1512,378,1,1,1,28
378,1512,1,1,1,28
1512,1512,3,1,9,14
1512,1512,3,2,9,14
1512,1512,1,1,1,14
1512,378,1,1,1,14
378,1512,1,1,1,14
1680,1680,3,1,10,28
1680,1680,3,2,10,28
1680,1680,1,1,1,28
1680,420,1,1,1,28
420,1680,1,1,1,28
1680,1680,3,1,10,14
1680,1680,3,2,10,14
1680,1680,1,1,1,14
1680,420,1,1,1,14
420,1680,1,1,1,14
1848,1848,3,1,11,28
1848,1848,3,2,11,28
1848,1848,1,1,1,28
1848,462,1,1,1,28
462,1848,1,1,1,28
1848,1848,3,1,11,14
1848,1848,3,2,11,14
1848,1848,1,1,1,14
1848,462,1,1,1,14
462,1848,1,1,1,14
2016,2016,3,1,12,28
2016,2016,3,2,12,28
2016,2016,1,1,1,28
2016,504,1,1,1,28
504,2016,1,1,1,28
2016,2016,3,1,12,14
2016,2016,3,2,12,14
2016,2016,1,1,1,14
2016,504,1,1,1,14
504,2016,1,1,1,14
2184,2184,3,1,13,28
2184,2184,3,2,13,28
2184,2184,1,1,1,28
2184,546,1,1,1,28
546,2184,1,1,1,28
2184,2184,3,1,13,14
2184,2184,3,2,13,14
2184,2184,1,1,1,14
2184,546,1,1,1,14
546,2184,1,1,1,14
2352,2352,3,1,14,28
2352,2352,3,2,14,28
2352,2352,1,1,1,28
2352,588,1,1,1,28
588,2352,1,1,1,28
2352,2352,3,1,14,14
2352,2352,3,2,14,14
2352,2352,1,1,1,14
2352,588,1,1,1,14
588,2352,1,1,1,14
2520,2520,3,1,15,28
2520,2520,3,2,15,28
2520,2520,1,1,1,28
2520,630,1,1,1,28
630,2520,1,1,1,28
2520,2520,3,1,15,14
2520,2520,3,2,15,14
2520,2520,1,1,1,14
2520,630,1,1,1,14
630,2520,1,1,1,14
2688,2688,3,1,16,28
2688,2688,3,2,16,28
2688,2688,1,1,1,28
2688,672,1,1,1,28
672,2688,1,1,1,28
2688,2688,3,1,16,14
2688,2688,3,2,16,14
2688,2688,1,1,1,14
2688,672,1,1,1,14
672,2688,1,1,1,14
1344,1344,3,1,8,14
1344,1344,3,2,8,14
1344,1344,1,1,1,14
1344,336,1,1,1,14
336,1344,1,1,1,14
1344,1344,3,1,8,7
1344,1344,3,2,8,7
1344,1344,1,1,1,7
1344,336,1,1,1,7
336,1344,1,1,1,7
1512,1512,3,1,9,14
1512,1512,3,2,9,14
1512,1512,1,1,1,14
1512,378,1,1,1,14
378,1512,1,1,1,14
1512,1512,3,1,9,7
1512,1512,3,2,9,7
1512,1512,1,1,1,7
1512,378,1,1,1,7
378,1512,1,1,1,7
1680,1680,3,1,10,14
1680,1680,3,2,10,14
1680,1680,1,1,1,14
1680,420,1,1,1,14
420,1680,1,1,1,14
1680,1680,3,1,10,7
1680,1680,3,2,10,7
1680,1680,1,1,1,7
1680,420,1,1,1,7
420,1680,1,1,1,7
1848,1848,3,1,11,14
1848,1848,3,2,11,14
1848,1848,1,1,1,14
1848,462,1,1,1,14
462,1848,1,1,1,14
1848,1848,3,1,11,7
1848,1848,3,2,11,7
1848,1848,1,1,1,7
1848,462,1,1,1,7
462,1848,1,1,1,7
2016,2016,3,1,12,14
2016,2016,3,2,12,14
2016,2016,1,1,1,14
2016,504,1,1,1,14
504,2016,1,1,1,14
2016,2016,3,1,12,7
2016,2016,3,2,12,7
2016,2016,1,1,1,7
2016,504,1,1,1,7
504,2016,1,1,1,7
2184,2184,3,1,13,14
2184,2184,3,2,13,14
2184,2184,1,1,1,14
2184,546,1,1,1,14
546,2184,1,1,1,14
2184,2184,3,1,13,7
2184,2184,3,2,13,7
2184,2184,1,1,1,7
2184,546,1,1,1,7
546,2184,1,1,1,7
2352,2352,3,1,14,14
2352,2352,3,2,14,14
2352,2352,1,1,1,14
2352,588,1,1,1,14
588,2352,1,1,1,14
2352,2352,3,1,14,7
2352,2352,3,2,14,7
2352,2352,1,1,1,7
2352,588,1,1,1,7
588,2352,1,1,1,7
2520,2520,3,1,15,14
2520,2520,3,2,15,14
2520,2520,1,1,1,14
2520,630,1,1,1,14
630,2520,1,1,1,14
2520,2520,3,1,15,7
2520,2520,3,2,15,7
2520,2520,1,1,1,7
2520,630,1,1,1,7
630,2520,1,1,1,7
2688,2688,3,1,16,14
2688,2688,3,2,16,14
2688,2688,1,1,1,14
2688,672,1,1,1,14
672,2688,1,1,1,14
2688,2688,3,1,16,7
2688,2688,3,2,16,7
2688,2688,1,1,1,7
2688,672,1,1,1,7
672,2688,1,1,1,7
2856,2856,3,1,17,14
2856,2856,3,2,17,14
2856,2856,1,1,1,14
2856,714,1,1,1,14
714,2856,1,1,1,14
2856,2856,3,1,17,7
2856,2856,3,2,17,7
2856,2856,1,1,1,7
2856,714,1,1,1,7
714,2856,1,1,1,7
3024,3024,3,1,18,14
3024,3024,3,2,18,14
3024,3024,1,1,1,14
3024,756,1,1,1,14
756,3024,1,1,1,14
3024,3024,3,1,18,7
3024,3024,3,2,18,7
3024,3024,1,1,1,7
3024,756,1,1,1,7
756,3024,1,1,1,7
3192,3192,3,1,19,14
3192,3192,3,2,19,14
3192,3192,1,1,1,14
3192,798,1,1,1,14
798,3192,1,1,1,14
3192,3192,3,1,19,7
3192,3192,3,2,19,7
3192,3192,1,1,1,7
3192,798,1,1,1,7
798,3192,1,1,1,7
3360,3360,3,1,20,14
3360,3360,3,2,20,14
3360,3360,1,1,1,14
3360,840,1,1,1,14
840,3360,1,1,1,14
3360,3360,3,1,20,7
3360,3360,3,2,20,7
3360,3360,1,1,1,7
3360,840,1,1,1,7
840,3360,1,1,1,7
3528,3528,3,1,21,14
3528,3528,3,2,21,14
3528,3528,1,1,1,14
3528,882,1,1,1,14
882,3528,1,1,1,14
3528,3528,3,1,21,7
3528,3528,3,2,21,7
3528,3528,1,1,1,7
3528,882,1,1,1,7
882,3528,1,1,1,7
3696,3696,3,1,22,14
3696,3696,3,2,22,14
3696,3696,1,1,1,14
3696,924,1,1,1,14
924,3696,1,1,1,14
3696,3696,3,1,22,7
3696,3696,3,2,22,7
3696,3696,1,1,1,7
3696,924,1,1,1,7
924,3696,1,1,1,7
3864,3864,3,1,23,14
3864,3864,3,2,23,14
3864,3864,1,1,1,14
3864,966,1,1,1,14
966,3864,1,1,1,14
3864,3864,3,1,23,7
3864,3864,3,2,23,7
3864,3864,1,1,1,7
3864,966,1,1,1,7
966,3864,1,1,1,7
232,232,3,1,1,112
116,232,1,1,1,112
77,232,1,1,1,112
232,232,3,2,1,112
116,232,1,2,1,112
77,232,1,2,1,112
232,232,1,1,1,112
232,58,1,1,1,112
58,232,1,1,1,112
232,232,3,1,1,56
116,232,1,1,1,56
77,232,1,1,1,56
232,232,3,2,1,56
116,232,1,2,1,56
77,232,1,2,1,56
232,232,1,1,1,56
232,58,1,1,1,56
58,232,1,1,1,56
464,464,3,1,2,112
232,464,1,1,1,112
154,464,1,1,1,112
464,464,3,2,2,112
232,464,1,2,1,112
154,464,1,2,1,112
464,464,1,1,1,112
464,116,1,1,1,112
116,464,1,1,1,112
464,464,3,1,2,56
232,464,1,1,1,56
154,464,1,1,1,56
464,464,3,2,2,56
232,464,1,2,1,56
154,464,1,2,1,56
464,464,1,1,1,56
464,116,1,1,1,56
116,464,1,1,1,56
696,696,3,1,3,112
348,696,1,1,1,112
232,696,1,1,1,112
696,696,3,2,3,112
348,696,1,2,1,112
232,696,1,2,1,112
696,696,1,1,1,112
696,174,1,1,1,112
174,696,1,1,1,112
696,696,3,1,3,56
348,696,1,1,1,56
232,696,1,1,1,56
696,696,3,2,3,56
348,696,1,2,1,56
232,696,1,2,1,56
696,696,1,1,1,56
696,174,1,1,1,56
174,696,1,1,1,56
928,928,3,1,4,112
464,928,1,1,1,112
309,928,1,1,1,112
928,928,3,2,4,112
464,928,1,2,1,112
309,928,1,2,1,112
928,928,1,1,1,112
928,232,1,1,1,112
232,928,1,1,1,112
928,928,3,1,4,56
464,928,1,1,1,56
309,928,1,1,1,56
928,928,3,2,4,56
464,928,1,2,1,56
309,928,1,2,1,56
928,928,1,1,1,56
928,232,1,1,1,56
232,928,1,1,1,56
464,464,3,1,2,56
464,464,3,2,2,56
464,464,1,1,1,56
464,116,1,1,1,56
116,464,1,1,1,56
464,464,3,1,2,28
464,464,3,2,2,28
464,464,1,1,1,28
464,116,1,1,1,28
116,464,1,1,1,28
696,696,3,1,3,56
696,696,3,2,3,56
696,696,1,1,1,56
696,174,1,1,1,56
174,696,1,1,1,56
696,696,3,1,3,28
696,696,3,2,3,28
696,696,1,1,1,28
696,174,1,1,1,28
174,696,1,1,1,28
928,928,3,1,4,56
928,928,3,2,4,56
928,928,1,1,1,56
928,232,1,1,1,56
232,928,1,1,1,56
928,928,3,1,4,28
928,928,3,2,4,28
928,928,1,1,1,28
928,232,1,1,1,28
232,928,1,1,1,28
1160,1160,3,1,5,56
1160,1160,3,2,5,56
1160,1160,1,1,1,56
1160,290,1,1,1,56
290,1160,1,1,1,56
1160,1160,3,1,5,28
1160,1160,3,2,5,28
1160,1160,1,1,1,28
1160,290,1,1,1,28
290,1160,1,1,1,28
1392,1392,3,1,6,56
1392,1392,3,2,6,56
1392,1392,1,1,1,56
1392,348,1,1,1,56
348,1392,1,1,1,56
1392,1392,3,1,6,28
1392,1392,3,2,6,28
1392,1392,1,1,1,28
1392,348,1,1,1,28
348,1392,1,1,1,28
1624,1624,3,1,7,56
1624,1624,3,2,7,56
1624,1624,1,1,1,56
1624,406,1,1,1,56
406,1624,1,1,1,56
1624,1624,3,1,7,28
1624,1624,3,2,7,28
1624,1624,1,1,1,28
1624,406,1,1,1,28
406,1624,1,1,1,28
1856,1856,3,1,8,56
1856,1856,3,2,8,56
1856,1856,1,1,1,56
1856,464,1,1,1,56
464,1856,1,1,1,56
1856,1856,3,1,8,28
1856,1856,3,2,8,28
1856,1856,1,1,1,28
1856,464,1,1,1,28
464,1856,1,1,1,28
928,928,3,1,4,28
928,928,3,2,4,28
928,928,1,1,1,28
928,232,1,1,1,28
232,928,1,1,1,28
